text,actual_intensity_score,predicted_intensity_score,predicted_intensity_label
"this place seems so understaffed recently. whenever i go inside to order, the one employee is handling the register, food, 5 mobile order drinks for customers who aren't even there yet, and then eventually..my drink. i'm giving 5 stars for the poor overworked guy behind the counter who manages to maintain a good attitude.",0.7183999999999999,-0.3570853003054475,Negative
"i go to this starbucks because it is the closest one to where i live. i will divide it into general starbucks and the warnings of their specific location (lots of congestion/traffic- can't really be helped). i do not have much to say about the drinks as they are what you find at every location. they are always very consistent here, which is fantastic. i like that they have a long powered table and a plentiful amount of wall outlets. thank you for this! the service here has always been great. sometimes it takes a little longer to get a simple drink out, but it is usually because they are very busy. the quality of the drinks has always been great for me, and i do not have complaints! if there has been a mistake or they have somehow forgotten my drink due to their busyness, they always correct it or get it to me right away (sometimes in a larger size). when they aren't as crowded, the baristas are always friendly and chatty! although starbucks is not my favorite coffee spot, i like coming here to do work due to their longer hours and friendliness once it's a little emptier. the only meh i have about it is that it is always so cold. a barista explained that their thermostat is hard to control, and that it's either extremely warm or cold. but when i have to bring my winter coat and gloves to a florida coffee shop in the summer and when the baristas have to war hoodies and beanies sometimes, it's a little extreme. --- so here are my warnings primarily based on their prime location. these are things that can not be helped, since it is purely because of where this starbucks is situated. for this i would probably give 1 star, but i do not think i can rate something that can't really change unless a massive construction project was done. :p the location of this starbucks is very great for their business. during peak times it gets very crowded. the thing is that their parking and drive-thru situation are both awful during these times. the lot is way too small for the amount of traffic they have, and during busy times i usually have to park far down in the neighborhood by the papa john's (to not risk towing) or on a strange faux-driveway next door. if you are parked in the lot but the drive-thru is packed, it takes a very long time to get out. you will be stuck unless a kind stranger lets you out. if you are trying to go through the drive-thru, due to the location and circulation, on a packed day you will be waiting in actual street to go through the drive-thru. there is not enough space. sometimes if i don't want to deal all of this i drive to a different starbucks location that is not too far down the road and is way easier to park at/drive-thru. sorry! if you are patient (which honestly depends on the day for me), this location is a good spot!",0.39384,0.7476950175075516,Strong Positive
the staff at this starbucks location was very disorganized and inefficient today with all customer orders while i was there. they seemed adequately staffed (5) yet did not seem to know what they were doing. they didn't even have the added distraction of drive-thru services. whoever the manager is needs to address this.,-0.8496,-0.338188217540238,Negative
"starbucks is good because it's a franchise and it's hard to screw up a business that's already been layed out for you. since the methodology and the ambient are uniform throughout the stores, the one thing an individual store needs to make a priority to not get a bad review is customer service. the barista, cory, took my order as if i were inconveniencing her. if she had even been uninvolved or emotionless while i ordered i wouldn't be writting a bad review. but she outdid herself with her attitude. she didn't make me feel welcome. only reason i'm not giving one star is that i liked the coffee.",-0.04191999999999996,-0.5392488541365782,Negative
"i went there and ordered a grande iced cloud caramel macchiato. then, the lid wasn't closed completely, so all the coffee poured into my white hoodie. however, i couldn't use the bathroom at that time because of some problems. i told an employee who works there and her attitude was unacceptable. she didn't say sorry, all she said was "" if u want, i can make u a new one"" with a disrespectful tone of voice. in addition, she gave me a ton of napkins. could i clean these stains only with napkins? i don't wanna think this way but were they racist me cause i'm asian? that was my first and also last time there. what a bad experience!",-0.97116,-1.0,Strong Negative
this starbucks has improved a lot since it opened. it is a very busy location but they handle it very well. very convenient for us but we still miss the crew at the chadds ford location by whole foods. it is consistent with every other starbucks!! very friendly staff!,0.64824,0.7063287930437108,Strong Positive
"worst customer service ever! the guy was rude, made the drink wrong, then tried to tell us our drinks were venti, and they were grande. i think i know the difference. will not come here again.",-0.95532,-1.0,Strong Negative
"normally starbucks is great! consistent from location to location right? well sadly not the case. this location seems to struggle with the basics. order a ""standard"" drink. straight from the menu with no modifiers you should be ok. i say should because some times they end up on the mobile stand when ordered via drive thru. now if you order any drink with modification might as well skip this location. something will be off, wrong milk type or leave out the espresso (not exaggerating). calling won't change much as i've done that. head over to 86th street if you'd like to get what you ordered, if you want to roll the dice come here.",-0.10175999999999999,-0.15145202460286508,Neutral
this location is in a weird location and gets very busy!! service is pretty quick. i hate the parking lot abd drive thru layout!,0.11103999999999997,0.05975760255433865,Neutral
"your ""third place."" it's like your ""fourth meal,"" but with comfort and class. starbucks isn't just where your order your caffeine fix and leave, it's where the baristas know your name, drink and ask you how your kids are doing in school. they are constantly trained to perfection. they want your drink right every time at every location. consistency is key. if it's not right, they will make it so and compensate you for your time and money spent. starbucks isn't all about profit, it's about you. you're the one spending $5 on your daily latte -- it should be perfect and if it's not, you should let them know. i am a little biased, seeing as i used to work for this company, but every time i walk in here, i feel like family and the vast majority of the partners have no idea who i am. i have walked in here having a royally horrendous day and left feeling amazing.",0.96824,0.18908391518652398,Neutral
"this location is a joke. was here today from 6 -7:30 pm. the baristas were straight up screaming at each other and doubled over laughing because they were pranking each other with drinks made from every pump of syrup they have. they were bragging that they were costing the store ""so much money."" it got so loud that another customer and i said that if corporate was here, they'd shut the place down. baristas fighting with who has to be on the floor, yelling, trying to calm each other down from the pranks, it was absurdly unprofessional. another customer wished me luck because i was working on my computer while eating a protein box. the place cleared out because the baristas were so out of control. management needs fired here, as does their staff. unbelievable. i recorded some footage after the big prank fest died down. this was 1/100 of the volume it was from them pranking each other.",-0.7686,-0.2267392241840845,Negative
great service today! my skinny coffee frappuccino w/sugar free vanilla is so delicious,0.97004,1.0,Strong Positive
"customer service is alive and well at this starbucks location. i had a problem with my starbucks reward card and went to speak to the manager on site, felicia. she took care of me very kindly and graciously. apologized for the mistake. wow... this doesn't happen now a days. love their service and coffee. they will have a loyal customer here",0.99192,0.38019282488531536,Positive
so apparently i've just haven't learned my lesson with these guys. by far the worst starbucks i've been to! so tonight me and my husband went out for a late dinner and afterwards we wanted a drink from starbucks so i looked on my app and saw that one was the only close by that was open. so we took the chance and went and sure enough failed us. i got a venti pink drink and my pink drink was light pink that was it! it looked so plain!!!! why?!? because they didn't add any strawberries! there was so evidence of any strawberries! i'm not complaining about the price because hey i know i pay a lot for a drink but hey i love starbucks so whatever! it's yummy! but anyways if i'm paying that much i should be getting what i paid for! what it's suppose to be! my husband got a white chocolate mocha hot and he said it tasted bland. no flavor! and on top of it i placed the order on the app so we don't have to wait too long. my husband gets his drink and makes him wait another 10 minutes for the pink drink! if i want starbucks i'll just go somewhere else and drive a little further out of my way to get some i guess! ugh so annoying! the worst starbucks ever!!!!!!,-0.933,-0.7466890180804535,Strong Negative
"love these guys. especially considering how swamped they can be, they're always very professional and pleasant. i'm in there a lot, and whenever they actually get a chance to breathe, they definitely recognize you and acknowledge you in one way or another. very friendly and personable. they're also very on top of their customer service element. i've been in there a couple times when i've asked for a food item that they were currently out of, and whoever was helping me was quick to suggest some similar items i might have an interest in and also offered to discount a more expensive replacement item to the price of the item i originally asked for. the store is also very clean (as are the restrooms) and they have a very nice outdoor patio area. definitely my favorite local coffee stop!",0.994,0.9008839542578447,Strong Positive
best starbucks ever! the baristas that work here are amazing!! they get my order right every time and even know me as soon as i start to speak through the drive through! kathy is amazing always so friendly! i hate being away from home and having to visit other locations! thanks 4 being awesome! triple shot expresso mocoito with 4 sweet and lows!,0.98836,1.0,Strong Positive
how many people standing around does it take to make a strawberry smoothie? there were at least 7 ppl standing behind the counter staring at you first off. i felt like a chicken dinner. end result this was the worst strawberry smoothie ever from starbucks.,-0.75272,-0.528116108802328,Negative
"whatever guy is working right now.. it's 6pm on wednesday night, 12/6, is the most rude starbucks employee i've ever encountered. i can't believe i'm even writing a review but i've never had this happen at starbucks. i know these jobs are hard to come by as starbucks is a phenomenal employer, so whoever the dude is working the starbucks drive thru on robb needs to at least treat people with some form of kindness. i'm in disbelief..",-0.31971999999999995,0.06640723400878513,Neutral
"this i why i love starbucks: first, the coffee cake! the best! good with coffee, but without it, it's great also. second, the frappe chino and teas. they are so flavorful! it also goes well with the food there. also, the service is good, because they get the order right and don't take a long time... (usually). lastly, they are definitely kid friendly. a lot of drinks kids can have and they are delicious . all in all, starbucks is amazing. enjoy!",0.995,1.0,Strong Positive
"coffee is a lot harder to find than daqueries in this part of town, so starbucks would have been fine for a fix, this is on the far side of the marriot lobby, went in at 1:30 in the afternoon and they were already closed, wtf?",-0.77616,0.0018025192305602677,Neutral
great pick me up pit stop on a road trip!!! the drinks are on point and the staff is cool. gets the job done.,0.88996,0.5768185520380066,Positive
"well, it's starbucks. i like the coffee (if you don't fine, but don't be a hater) and the food too. i just drink brewed so i'm an easy customer. the staff is always pleasant and they do a good fast job. however, i'm in here like 3 days a week and they don't know my name (and never asked)-which is weird for a starbucks. update. they do know my name now.",0.6881600000000001,0.7981767032209924,Strong Positive
they fired three good employees never going back... who fired them and whyyy. so lame.,-0.93468,-0.46862673286957957,Negative
"stopped here with my family for a breakfast treat before we did our taxes. the staff were super nice and made us feel welcome in their store. the store is much larger than most and has very comfortable seating. they made the wrong drink, but quickly made a new one and gave the the wrong one too! bonus! overall, i feel this place is a win. we will be back.",0.96972,0.618829806962072,Strong Positive
"ehh, this starbucks is ok. i came here mid afternoon on a saturday and the place was packed. waited in line for at least 5 minutes to order and then another 5 for my drink. luckily, my drink was prepared well and correctly. the service was average, nothing to complain about but nothing spectacular. the barista making the drinks was disheveled in appearance and had liquid all over the front of his apron. granted, i get that spills happen but his apron was gross, he should have changed to another one if he was going to continue making drinks. overall, average experience. this place seems to have pretty good reviews so perhaps i caught it at a bad time.",0.26628,0.029216107017154783,Neutral
"omg people weren't lying when they said this is the ""slowest"" starbucks. we waited easily 20+ minutes in the drive thru when there were maybe about 5 cars in front of us. it reminded me of the sloths in zootopia! and on top of that, i ordered a skinny peppermint mocha frap which i'm not sure why, but they topped with salted caramel syrup. the guy working the drive thru window was nice though. i just don't recommend going here if you are in a rush. you'll definitely be late.",0.02472000000000002,-0.30847602404003194,Negative
"really awesome location. not real hard to find parking, and building has kind of an industrial chic flavor. employees weren't real friendly but i'd def come here again.",0.45112,0.1382352400856472,Neutral
"behind the location at the cheshire inn on western side of forest park, this is probably the most unique starbucks in st. louis. service is quick, the staff are personable (even when slammed under the morning rush) and the atmosphere is a little less corporate in feel. there's little mistaking that you're in a starbucks when you step in the door, but it's also distinctly the central west end starbucks. skim the reviews (or google maps) and you'll find just about all that you need to know for a great visit to this walkable store. there's no dedicated parking lot or pickup spot, but there a few sturdier places to lock up a bike on the block. (drivers do have options though. there's a public garage above the schlafly library on euclid and metered parking along the street. free street parking is often available to the east of the shop on maryland ave and there's a paid parking lot across the street too). there's no drive-thru, but mobile orders are usually accepted. the location isn't that large, but does have a good mix of semi-communal seating, small tables, sidewalk seating and a couple of more comfortable chairs. if there's really any complaint with the store, it's the minor irritation of its tendency to sell out of products, whether it's blonde roast, breakfast sandwiches or nitro cold brew (each of which have been unavailable at least once during my random stops in over the past year). i've never had that affect an app order but, if you have your mind set on a particular item, it's probably best to order ahead.",0.65488,0.8007932895615562,Strong Positive
"this starbucks has great location since it is close to my office and i am a coffee person. love the outside sitting area, mostly in the evening because it is too hot during the day. normally, i do not want to write a review for starbucks because of their popularity, however, i just want to bring to the manager of this location's attention about one of the barista there, sam is probably the worst barista that i have ever had at any starbucks location, she lacks of personality and customer service skills. i am working in hospitality industry, too and that is not how customer should be treated. she made my order wrong and refused to make it right, claiming it was my fault. when i asked her nicely to redo it, she rolled her eyes and walked away. i had to ask another barista to get it done. never have this kind of experience at any other location. hopefully, the manager there will address this issue because this location is very convenient for me. if not, i guess i have to give steep station across the street a try.",-0.013399999999999967,-0.12105807176921426,Neutral
"everyone at this location is really friendly. my coffees have always been spot on. this particular visit, tried the pumpkin spice cream cold brew. i loved it.",0.92488,0.6307885730450803,Strong Positive
"i have been to this starbucks three times this week, only to have them tell me that they are out of pumpkin bread each time. each time, they say they ""just ran out."" they also have pumpkin cream cheese muffins and pumpkin scones advertised; they are out of both of those as well. the staff appears to have zero training and the management is clearly unable to order effectively. this place is a joke. if you want to wait in line for 20 minutes only to be told that they are out of three different things that you try to order, then, by all means, go to this starbucks.",-0.26076,-0.5171180800142714,Negative
went in around 10 and had the worst service . waited 30 minutes for an iced green tea . watched workers laugh and talk while slowly making drinks . they should have called in more people if they were short handed .,-0.6512,-0.5799318279698776,Negative
"this may be the largest starbucks i have seen east of ohio! at least 5,000 square feet, it feels like a small theater, more than a cafe. plenty a seating with tables, chairs and more relaxed furniture in the corner. easily 15 foot ceiling which does impact the acoustics, but almost feels like being outside. a 50 foot wall long black and white panel that pulls the room together. yet, when i was there at 4:30 on a recent afternoon, the operation was being run by only 3 baristas, including drive through service. impressive that they managed to sweep and clean up the place during their shifts. menu was standard for the green mermaid, although the display case was somewhat depleted given the time of day. i snared the final slice of lemon pound cake - my endulgance for the week. it was as tart and sweet as always. while still not a true fan of starbucks, this place isn't bad.",0.6837200000000001,0.46737911911350016,Positive
"this starbucks is very roomy and has lots of outside seating. our drinks have been made correctly each time we've visited, however their restrooms are disgusting. i thought it was maybe an off day when we came the 1st time but they have been bad each time we have come. the floor looks like it never gets washed and there are used paper towels and toilet paper everywhere. it makes me wonder how clean their machines are and the hygiene of the staff.",-0.31548,0.038432206183339736,Neutral
worst starbucks i've ever been to. absolutely ridiculous that there were 3 cars in front of me in the drive through and it took 20 minutes for them to even take my order. not coming back here again.,-0.91364,-0.852273585259693,Strong Negative
"this is the slowest starbucks drive thru. it's the closest to my home and it is always--literally always---a long wait. even when i'm the second car, it's guaranteed a 10 minute wait at least. you can't get out of line either.",-0.6,-0.24669948591886268,Negative
"the pricing is what you would expect at the airport. not ever coming to this crappy starbucks again, because if you have to get hot water you have to purchase something. never mind the fact that i purchased something from the stinking place this morning. avoid at all cost.",-0.9482,-0.36996310903737484,Negative
they have friendly and happy staff here. i think her name is taiesha? she's lovely! i had my non-sweet chai and this was so good! i have tried many flavors from starbucks a while ago when this is the only brand i used to drink. it tastes great when having it once a while. you can't go wrong with starbucks brand. this location is very good too.,0.69092,1.0,Strong Positive
this location is fine. it's not spectacular but also not the worst. we typically stop in here because its the last stop before we hit delaware. they don't have any gluten free items and they are a little slow but it gets the job done and you get to have coffee that isn't dunkin or whatever other brand.,0.27596,-0.17845559152057075,Neutral
one of the worst customer service i have ever seen!!! this girl was so rude to me! she did not greet me at all just stood there staring at me and waiting for me to say something. then took my order and didnt say a word just started dojng her thing and talking to her co workers!! just the worst!! and the drink i ordered was so disgusting!,-0.98656,-1.0,Strong Negative
what a pleasure as emily was at the drive through and as she handed me my drink i drove away smiling because of her great personality!!! look forward in seeing her again at starbucks on los altos in sparks!!!,0.9672000000000001,0.4726831570068625,Positive
"this starbucks always delivers. they are open late (midnight), with a great seating area inside and an even bigger one outside. a much needed staple in wesley chapel, you often see people socializing outside while studying or working a their computers and enjoying a coffee. they have a drive through with quick, friendly service. i've never had a long wait when running in or going through the drive through. love it!",0.978,0.8218647896855449,Strong Positive
least favorite starbucks unfortunately. almost every time i put in an order something is wrong. they forget the little details. venti water no ice- get a grande water with ice. changa bagel extra toasted- barley toasted. wet cappuccino- barely. customer service was pretty good for the most part until the gal told us to move cause we were standing where the mobile orders go. oh well.,-0.47468,-0.5548374898808713,Negative
"i usually never like to write a bad review, but i was not content. a particular employee here, a tall man with long hair and usually wears a beanie, had given me a rude attitude when i was ordering. i always studied inside starbucks when they still had their old location (they had great service btw) but since covid, i have only been going through the drive-thru and ordering through mobile order at their new location by party city. i always get the same order so i know the price of my drink, however, when i finally decide to go inside the new location to study and order my regular drink, the price came to be pricier. i asked the man nicely if my drink should've been a little less compared to the price that he had given me. he then gave me a rude attitude while repeating my order to me. he says ""this was what you wanted right? then the price comes to that price."" i understand they tend to get busy, but that does not excuse being rude to customers. i work in the food industry as well, and no matter how rough my day is, i still try to give the best service. what i experienced was not good service. i just hope their customer service improves.",-0.21463999999999994,-0.12400882559922419,Neutral
"this is still my favorite location. just recently the orders have been wrong alot, most recently in the last 2 days. yesterday wasn't a big deal because it was just lemonade missing. today is an issue because i've only had 1/4 of my drink and feel sick because the wrong milk was used. mistakes happen but 2 days in a row and people have severe allergies, luckily i didn't drink it all and it will pass but please starbucks pay attention a little closer. (plus we pay extra for these things) 1 star- total failure of an experience based on this experience would not return. would not recommend. 2 star- below average on several levels, not a total failure. wouldn't seek out to return or recommend. 3 star- average experience, minimum expectations met. nothing that says wow or that stands out. would return if someone else wanted to come, not a regular go to. 4 star- above average experience, will come here again and recommend to friends and family. 5 star- this will be a regular go to and will be highly recommended to people i know. exceeds expectations on a consistent basis.",0.1612,-0.2826463870089464,Negative
newly remodeled beautiful store with ample parking. my only complaint was the employees seemed exhausted and didn't want to engage. i also needed a cup of water and waited at the pickup area for 5 minutes without being acknowledged so i just left. hoping it was just a fluke!,0.40316,0.19613717494976737,Neutral
"purpose of the visit was to pick up an online order. drive-thru was a long line so i elected to go in to avoid crowding the drive-thru. employees are fairly apathetic when you enter. there are two queues - one for ordering and one off mobile pick-up. when in the mobile pick-up queue, they only acknowledge you when...well that never happened. you had to queue in the order line before they react. if the only way the system is supposed to work, then they shouldn't display signage for two queues.",-0.51068,-0.220799583045678,Negative
came to this starbucks when we were in philly. it's pretty cozy feeling but i don't like that the line ends up right at the entrance. there isn't a lot of parking outside either.,-0.032440000000000004,0.16045175521843347,Neutral
"friendly staff and a tremendous caramel flavored frozen drink! located right in the middle of downtown franklin, and they do a great job of managing orders, keeping up with the population, and blending in with franklin's atmosphere.",0.92884,0.5789968722784442,Positive
"i don't know much about other items it offers, but i do love the *iced green tea coffee latte* there. i've tasted this one at bunch of starbucks in philla, and another one is near broad street, temple univ., which is also neat. but i used to go to this one where is near my house to do my reading assignments every weekends, and i'll definitely buy a cup of green tea coffee latte. the only drawback there, i would say, i feel a little noisy if i sit in the upstairs, cause there are always vibrating the coffee machines underneath.. and the seats having good lights are limited, but if you don't work with readings, you can choose the secondaries.",0.6781600000000001,0.55182672859384,Positive
"the coffee was good but the staff was downright horrible! they made fun of customers as soon as the customer had walked out of the store, they sat there on their cell phones while i was waiting to order, and while i was trying to give me order i was ignored and had to repeat my order twice because some person had to show another person a thing on their phone. to top it off my husband went to ask where the bathroom was but because the place was old english style he decided to ask in semi old english (old english but understandable) and those obnoxious children waited until he was gone in the rest room before literally making fun of him. the guy with the blond hair (sort of white black almost mohawk sort of thing) was the rudest of the bunch though. we will not be going back ever!",-0.8868,-0.521183679169284,Negative
i think i'm being generous with the stars. yesterday i went to this starbucks and got a caramel frap and i tasted the first two sips and after that it was like straight up ice. wayyyyyy too much ice that i had to throw away my 'iced drink'. i was not a fan and i am a fan of starbucks. this sucks because the service was really good so i didn't taste my drink before i drove off or i would have asked them to definitely make it over. honestly the worst drink i have had from starbucks.,0.035320000000000074,-0.3701941217923844,Negative
"this location is always hopping. expect long drive thru lines, but it always moves very quickly. i tend to order on the app, park and run inside. my order is always ready for me. the only reason for 4 stars instead of 5 stars is lately my orders haven't been completely correct. i am guessing it is either someone new or just hurrying. i have ordered tea, stood and waited to later be told they are out of the tea and whip cream when i always say no whip. other than those small mix ups my drinks are hot and fresh or icy cold and fresh depending on what mood i am in.",0.59876,0.47302354619191933,Positive
"i've been coming here for sometime now. this starbucks is in a great neighborhood and parking usually isn't that difficult to locate. the employees at this location are very friendly and work efficiently. theirs seating towards the rear of the store which seats a good amount of customers with additional seating at the bar area looking out the window. the store always looks clean and well kept. they also have various mugs, instant coffee, coffee beans for sale. they had a 30% sale for christmas time and ended up purchasing a mug. i liked the decorations they put up for christmas and the music being played was great. i'm happy when i come in here it isn't too busy or i probably wouldn't stay. i feel a lot of people will take away from the overall environment. i feel some people talk too loud and i don't enjoy hearing other people's conversation. i would stop by here if your in the area and check it out.",0.99216,0.6499175653458393,Strong Positive
dropped my teacher's drink in the lot and the staff kindly remade my drink without recharging me. i really appreciated it. thank you.,0.9444,0.6643677664319227,Strong Positive
"i could write a 1-star review for every single time i choose to subject myself and go to this starbucks. it's one building away from my office and located in the building where i take grad classes but it is hands down the worst starbucks i have ever encountered. i'll bullet some things for now, and edit them as i continue to have terrible experiences: -baristas have absolutely no idea what they are doing. my order of ""grande black dark roast"" regularly throws them for a loop. this morning she handed my coffee to me and said ""dark roast with room for milk!""... that's not what ""black"" means.. -they have no idea how to stock inventory. this morning i ordered a chorizo, egg and cheese sandwich; after paying and waiting 5 minutes, i was informed that they were ""out of those"" and then they listed off the ones they do have. when i said ""all of those sandwiches are cheaper than the one i already paid for"" they responded with ""umm you want a pastry?"" ugh -one time i ordered a grande black coffee and a $5 gift card (a thank you gift for a coworker). the cashier proceeded to somehow load the gift card with the $5 and then used it to charge my grande coffee. so before i knew it, i was being handed a gift card with $3.90 on it. what?? i should actually be working right now.. but i'll definitely be back to fill in more horror stories. oh and if you ask why i go back? working 10 hours in a desk job and then going to a 4-hour econ class warrants coffee and when you only get one 10 minute break during class?... yeah, you would go too.",-0.77096,-0.07079317196324328,Neutral
henry was at the window and did a great job customer connecting ! a+ for him and the fast service !,0.87568,0.5327915607681559,Positive
the staff here are really friendly and the service is pretty quick! my only complaint is how long the drive though line is in the morning and how hard it is to get in line coming from downtown. you have to wait for a break in traffic and someone coming east bound to let you into the line. not sure how to fix this though.,0.81216,0.4491799508454216,Positive
love love love coming in here on my most tired mornings to treat myself to the wonderful deliciousness of starbucks. the staff always gets the order right each time i come in here.,0.98472,0.4602771665360743,Positive
this starbucks is way way slow..... i was disappointed in how long i had to wait. the service however was good - the person i came into contact with was pleasant.,0.19068000000000002,-0.10325835847492831,Neutral
was not the service i'm used to getting. if all other stores had personalities like the one i encountered at this one starbucks would go out of business,-0.4555199999999999,0.02449388874801796,Neutral
my wife came in to get us coffee so i can't really judge this place i guess. still the coffee we got was good had no problems with it. the pace is small though and if you don't like dogs probably not the best place for you.,-0.03292,0.3852258058322865,Positive
"this starbucks was relaxing. i've never been at this location. i had a meeting with someone & i felt like crap! my sinus was kicking my butt that night. thankfully i immediately ordered a medicine ball. oh my, i swear within 15 minutes, i could breathe out my nose. i see why it's called a ""medicine ball."" in reality, it should be changed to ""miracle tea."" because it was a miracle that i felt almost 100% better after taking the tea within 30 minutes. the staff was friendly & welcoming.",0.9878,0.3790339511897418,Positive
"our 'homebase' starbucks, this is a great location. the staff are all very friendly and just overall good people. definitely a fan all around.",0.97524,0.9953326057963812,Strong Positive
i'm surprised that during a busy time there is only one cashier. the person before me had an item return and it took such a long time. no one said anything to me while i waited and waited. i come here a lot and just expected to be welcomed and not ignored. today austin made my day! he gave me lots of ideas on how to enhance my drink. nice! i feel like an important customer and will be back soon. my cascara latte with an extra shot is perfect! thanks austin!,0.6804399999999999,0.40323398283754197,Positive
"huge, beautiful! this starbucks has endless inside seating, plentiful seats near outlets and an entire outside porch area of seating! it's always busy, but i still find places to sit. the decor is great and they even have books for you to read and a water jug for you to serve yourself water. amazing! however the best part: it's the only place in nashville and possibly in the entire nation outside of california that has toilet seat covers! i come from san diego, a land plentiful with seat covers and have suffered many moons as i traveled across america and noticed that no where has seat covers. yuck! except for this amazing starbucks. god bless you starbucks and god bless seat covers.",0.99556,0.8549505013043855,Strong Positive
"most unorganized and dysfunctional starbucks i have ever been to. as a gold member, nothing makes my day more than my afternoon coffee. workers are rude and appear as they don't want to be bothered, staff is overwhelmed with the massive drive through line and there have been several times they have told me they can't make my drink due to them being out of certain things such as cold brew and sweet cream. not your typical starbucks that's for sure... something is always off at this one! very disappointing!!!",-0.82196,-0.28041209456254834,Negative
new starbucks that opened today across from publix near henderson blvd. it replaces the store at 401 s dale mabry which is now closed. new prototype design is very attractive with natural wood and sealed concrete floor. the coffee - well you know what that is.......,0.6175600000000001,0.16310356829998632,Neutral
i ordered the 1/2 beignets from door dash. i received biscuits with no powdered sugar or marmalade with no flavor.,-0.81068,-0.6269592101812366,Strong Negative
very friendly staff. clean and quick as well.,0.92816,1.0,Strong Positive
"all i have to say is yum!! starbucks is delicious. their coffee is warm,tasty, and how coffee should be. their passion tea lemonade is sweet and very good. i also enjoy their pumpkin and banana walnut slices of bread. the location is great. i'm fond of starbucks.",0.68964,0.9157734333710085,Strong Positive
"what a disappointment i had today in starbucks at this location. after placing my order, i waited for 15 minutes for my drinks. in addition, my order was presented to me wrong 2 times. the waste, the waiting customers, the frustrated starbucks workers.....i'll think twice before i go to this starbucks again.",-0.96472,-0.7868831896257031,Strong Negative
typical starbucks quality food ok prices but this particular time service was super slow. we even had to remind them in the drive-through of the cake. forgive them though,0.04500000000000004,-0.05998396843760867,Neutral
"love the starbucks, the staff is super friendly they always know what i want. green tea latte soy no classic yum!!!!!!",0.96448,0.8668193112868435,Strong Positive
no toilet paper or paper towels in the bathroom on christmas day. yuck.,-0.7183999999999999,-0.3553328600640635,Negative
"i stopped here after discovering the soho had sold out for the chris robinson brotherhood, and i couldn't find the public restrooms. the barista(katie) on duty was very kind and engaged me in conversation when i told her i had just driven 120 miles to see the show. i was quite pleased with her customer service and getting me on the list to the show)). if all baristas could be as customer service oriented, the service industry economy would thrive. having grown up in ventura county and frequently going to santa barbara on the weekends i have forgotten what it is like to receive great customer service from a corporate run business.",0.6712,0.27074067607703944,Positive
"the worst location i've ever been to! out of the 5 people there, not a single person acknowledged my presence. between that and the blaring music and dirty floors i thought maybe they were closed, and i was completely ignored until the cups were stacked (the customer is obviously not a priority here) after standing at the counter a few minutes i finally get to order. for some reason it took twice as long to make it than it usually does...and it tasted like crap. (i was the only customer besides one guy who was also waiting for his order.) i've gotten the same coffee for 10 years at starbucks so i know when it's not right. i asked for another one and i waited another 10mins for it. they got it right the second time but i was floored that this was an actual starbucks as i have never received such crappy service and have never seen one so dirty. i will never go back to that location..do better st. albert.",-0.7845599999999999,-1.0,Strong Negative
"this store is awesome. the manager, bennie, is the man! the unfortunate part of this store is it gets slammed in the morning and at lunch being in the business location that it is, so be patient. but they kill it.",0.27719999999999995,0.19612128784915242,Neutral
"first off i would like to say that i (we) visit starbucks quite often but today was terrible. today is st. patricks day, and we are a business, so we decided to place an order, as we do on all holidays. needless to say our employee is still there... 1 1/2 hours later. they lost our order. he kept telling them he needs to get back to work. we have a full restaurant and full lobby. i called them and they said "" we will get to this order as soon as we can"" . i told him he needed to get back to work...just get our money back but they said they could not do it. i have heard from several other people that this location has went downhill but i usually don't listen to people since i have never had a problem, until now. i just wanted to let you all know that this has upset alot of people. i usually don't write reviews but today i was very upset.",-0.91976,-0.14624920488244975,Neutral
"this is consistently the slowest starbucks i have visited. if you're looking to grab something quickly in the morning, do not visit this store. there always seems to be 10 people behind the counter but only one at the register and the line moves very slow. the store is aesthetically appealing inside and some of the employees are very friendly but i find it frustrating how consistently slow the service is.",-0.21048,-0.36284366945130464,Negative
"this is my neighborhood starbucks,which makes it the best!! (for me!!!) i love when i walk in and everyone says hi! or good morning!! they are (mostly) so friendly! i think when they aren't it's because they're either a he trainer or trainee and their mind is exploding. seriously, not sure but i feel like this starbucks is the training center of tampa!! how grueling that must be and they still smile at me! this is a typical starbucks as far as offerings, no wine, appetizers or fancy desserts like other ones i've heard of, but i've had my share of starbucks around the us and europe and have had to return a cup or two for burnt taste, wrong order, etc. not here. i come here 54-5 days a week when i'm in town and have never had a mistake! ever. i'd say parking is the only issue because people don't want to park behind the store - but it's there, so my 5 stars stick!",0.9768,0.4778881412785785,Positive
"not friendly, not welcoming. 3rd place environment doesn't exist here lol. connections? where you don't get noticed and your order is taken in a very stale voice. we're they rude? not really, were they nice? also no.",-0.51044,-0.4790300446408975,Negative
"business was slow (due to the time of night) so service was pretty fast. tastes delicious. no complaints. it was pretty late so i feel the barista's quiet/short demeanor is due to her being tired or something. either way, super excited to get my caffeine fix at like...2100-2130.",0.67736,0.6342471694034961,Strong Positive
"where to begin.... parking is a cluster at most times and people have no qualms about double parking you in to add to the fun. the staff seems overwhelmed and lately they seem to take orders quickly and fill them slowly which creates huge back ups of people. since it's easy to compare this place to what, a million other of the same format, it's maybe time for management to improve here but something needs an overhaul.",-0.02176,-0.02161428027235256,Neutral
