text,actual_sentiment,predicted_sentiment
"i asked one of the workers there if they had anything for a sore throat! she made me a medicine ball!! i thought it was so nice of her, she could have just gave me some tea with honey!! everton working there was extremely nice too!!",positive,positive
"new location for this starbucks. garbage overflowing inside and out. coffee is lukewarm and when we went to get a hotter one, we were told they were out of the dark roast and couldn't heat it up. seems like poor management.",negative,negative
"pretty normal starbucks, maybe slightly below average as far as staff interactions and atmosphere. small details like getting a receipt or filling a cup all the way are overlooked and are somewhat begrudgingly fixed. actual drinks are standard starbucks, no complaints.",negative,neutral
"i used to stop at this starbucks daily. recently the lines have taken longer and my order has been incorrect on multiple occasions. today i ordered a strawberry refresher with coconut milk. there was one car in front of me. it took me 7 minutes to get my order, i spent 5 minutes at the window with 3 minutes watching the group of baristas stand and talk with one another. when i received my drink it had more ice in it than anything.... very disappointed",negative,negative
love starbucks drinks but i will never go to this location again. waited 45 mins in the drive thru only to get the wrong size.,negative,negative
"this is a pretty crappy starbucks... as far as starbuck shops go. the outside is a orange red color that is atrocious to look at. i was trying to find the place after driving off the 95. i expected a shop with ""the starbuck colors of green and pale yellow. the location of the store is crowded with little stores and has lots of traffic. it is not a restful place. there's the subliminal fear that at any moment an early model sedan will come crashing through the windows into the area where people drink coffee. well, that's how i felt. whoever decorated the store didn't go out of their way to overcome that ugly look of asphalt and parked cars. maybe it doesn't matter. they have a good business and the coffee is good; but if you read those starbuck books by schultz you'd get the idea that just because all the other stores are scary, drab and dreary doesn't mean starbucks has to be. oh well, grabbed the coffee and the 800 calorie ""fruit bar"" and took off.",neutral,neutral
"out of green tea in the middle of the day when it's 58 and sunny, you're better than that starbucks! on the plus side, after waiting 5 minutes, the barista who brought it out was super friendly!",neutral,positive
"friendly one-man staff, and great outdoor seating with a nice view... what more could you ask for. stopped in after finding out that my flight got delayed. hard to find even with gps. almost passed it. ample indoor seating, clean, and quaint. the employee didn't seem racist... but then again we didn't sit down first, we ordered so i guess we'll never find out if they would have called the police.",positive,positive
"someone gave me a starbucks' gift certificate for christmas which is a funny gift to give me because i never go to starbucks. (the giver kinda doesn't know me very well). in vienna i go to the old viennese coffeehouses or to the cool indie ones but not to starbucks ... and i only go to non-chain cafes in phillytown. but i had this certificate and there is one near me in chestnut hill so i thought i'd better use it. well to me the chestnut hill starbucks sorta looks like the couple of other starbucks i've been in in my life. and the food items i ordered were all okay but not outstanding at all. they included a sausage and cheese sandwich, a cinnamon morning roll, and a banana nut bread. all had been made elsewhere and wrapped up for sale here. the sausage and cheese on an english muffin was particularly bland. but then there were some pleasant surprises. the staff at the chestnut hill starbucks was super friendly and trying to be helpful. very ingratiating. and i noticed how it was functioning like a neighborhood café as there were several people just hanging out and working on their computer or reading a book. chestnut hill doesn't have many cafes so this starbucks has become a neighborhood gathering spot. anyway that's a big plus and even though i will prob not be hitting up starbucks again anytime soon. i'm glad it is there at the top of chestnut hill for the many people who do enjoy its hot drinks, food items, and unhurried atmosphere.",positive,positive
"this is my favorite starbucks location ever. i come every morning before work. it has a friendly, welcoming vibe, enthusiastic and kind staff, and most importantly the baristas are fast. even when the place is packed. highly recommend.",positive,positive
"starbucks in wynnewood is amazing. rebekah, andrew, aliyah, allyson, and the team is amazing. so friendly and welcoming. i applaud this team. i work in public relations and have been in service industry for years. by the grace of god i am sober and starbucks will always be on of my favorite stops. gail walsh ag agency",positive,positive
"as a gold card holder, i love starbucks coffee! i live near this location, so i've waited to write this review to make sure that nearly every experience i've had sucked. well, it has. this is the worst starbucks i have ever been to! their service is absolutely terrible, unable to handle one customer, let alone a line with (oh my gosh) 2-4 people in it. they only ever have pike place brewing, and the one time i opted to wait for a pour over, it took what felt like forever and my car was ticketed. today, they ran out of pike place, and instead of giving me an immediate refund so i could be on my way, the girl behind the counter was flirting with her co-workers and diddly farting around behind the counter. i had to ask for her attention for my lousy refund! anyone, bueller? i can safely say that after countless bad experiences i will not be returning to this starbucks. if you're reading this, you know that starbucks is on top of their game normally, this is not what you would expect. even if you're just walking by on south street, be prepared to wait and for them to be out of what you want. they were out of caramel macchiato's and coffee today, how does that even happen?? shame on you, starbucks! this location sucks!",negative,negative
"the starbucks location at gate e29 usually gives great service. however, today at around noon, i ordered a grande peppermint mocha frappuccino with coconut milk. she asked if i still wanted whipped cream. i told her yes. when i saw the young lady preparing a hot drink, i asked her if that was the frappuccino. she snapped and told me that i didn't order a frappuccino. i told her that i did and apologized if she ""misheard"" me. she finishes making the drink and throws it at me without saying a word. her attitude was very foul and should not be on display at a place of business. we all have bad days but if she was having one, she should've taken a break to get herself together. i travel ever week for business and stop by this starbucks frequently. most of the time, the employees are friendly but this girl was the pits. she needs coaching and development in dealing with the public.",negative,negative
"good service but ... what is with management of these places??? filthy, i mean filthy tables. i had to put down a layer of napkins on the table because it was disgustingly sticky!",negative,neutral
"wheatards rejoice! starbucks has finally added a little more to their skimpy gluten free repertoire.... it's a brand of cookies called ""lucy's"". i've only tried the chocolate chip [there were several other flavors] but they were tasty. more on the crisp side but hey, they were gf! would have added a star had the barista knew what the heck i was talking about when i requested something gluten free. this is one of my fave locations... spacious, friendly baristas, close to work and sunny outdoor seating. thanks starbucks!",positive,positive
"i kid you not, i waited in the sweltering heat in the drive through line for 35 minutes. the line was wrapped all the way around the building and moved at a snail's pace. at one point, a woman two cars ahead of me got out of the passenger seat and walked inside to order as the driver continued to wait. she went inside and came out with her drinks and the car line had only inches up up twice. that's how long it took them to serve the cars outside. i had the same experience the last time i came, so i will visit the location at 22nd ave and 34th st every time now. they are extremely professional and fast no matter the day or time.",negative,negative
"this is a great starbucks location right off of i-4. it is open 24 hours and has a quick drive thru. you can't miss the location as there is a giant starbucks sign viewable as you approach the exit. i have had no problems here with the quality of the coffee or speed of service as both have been great. my only complaint would be with the friendliness of the staff serving the drinks. some cheerfulness and politeness goes a long way. the last time i came in, it seemed more like they didn't really even want to be there.",neutral,positive
"i'm not a starbucks hater. usually, i'm happy with pike place roast, as reliable a franchise product as a mcdonald's hamburger. but not today. i'm not sure what happened. based on the taste, i'd hypothesize last night's pot was rewarmed, or fresh water was run through old grounds. the petite vanilla-bean scone was much appreciated, a good way not to overindulge. but the ppr was the worst i've ever had. forced to go to one star -- couldn't finish it, had to pour it out. hopefully a onetime aberration from what has been a fine starbucks location.",negative,negative
drive thru lines were slow both days we went. customer service was lacking & needs major improvement. asked us how to make a drink on their menu... then proceeded to make it incorrectly anyways. not impressed. worst starbucks i've ever visited.,negative,negative
located on a corner so it is easy in and out on a busy street. i opted for the drive thru as i drive a huge truck and the parking lot spaces are on the smaller side. the drive thru was a squeeze too but i made it without any mishaps. ordered my cold brew and they had it ready by the time i made it to the window. staff was decent and prices were normal for the bucks.,neutral,positive
"there has to be a way to give zero stars ! seriously . service was terrible and drinks were ass . i never had a bad starbucks experience before . honestly , they should just shut this location down . put a corner bakery instead or something . geez .",negative,negative
"horrible customer service ! there was an error in my drink and i let matt aware of it. he remade my drink, sat it down on the counter and didn't say anything. waited for over 10 min and then he says "" here is your drink"". i was standing right in front of the counter, so there is no way he didn't see me. a lady walked up while i was standing there and asked what everything on the counter was. mobile orders thrown on the counter without any labels. they seem to cater to the drive thru instead of customers standing in the lobby. rude !",negative,negative
horrible- i waited 45 minutes for a white chocolate mocha and a strawberry refresher. they ended up giving me a hot chocolate instead of the mocha and they filled my refresher to the top with ice. never again.,negative,negative
"has everything you want. great location, drive thru, friendly staff, & lots of room. i refer to it as the best starbucks in stl that no one knows. good place to meet up with some one since it is easy to get to 270 or 170. recently, i have noticed a number of organizations using this location for job interviews so don't be surprised to see a couple going on at any given time during the day.",positive,positive
"i come to this starbucks all the time, as this location is right next to my office, since this location has no drive through i sometimes don't have time to stop in, so today i used the mobile app to order. i ordered my coffee and wrap at 8:09. i didn't get my order until 8:37!! i was late to work. the woman who put her order in at 8:10 (i checked her ticket) got her order, and an apology and a gift card for her ""trouble"" i am beyond angry by the service here. i know they were really busy, but no one acknowledged me, i had to stop someone to tell them i had been waiting for 20 minutes. i am so tired of paying a premium for coffee, and not getting what i pay for. my advice: don't use the mobile app. it will take a half hour. literally! i am not even exaggerating.",negative,negative
"the local starbucks where everybody knows your name. well, at least they do when you come here almost everyday! my favourite starbucks location, i've been coming here since the days of university and crazy exam schedules. the baristas are friendly, the drinks are consistent, there is lots of parking, and the bathrooms are always clean. a word to the wise, avoid the frappucino rush. what is the frapp rush you ask? the 3:15ish time on the weekdays when junior and senior high students alike congregate en mass from the transit station and all order frappucinos. if you are here during frapp rush, be prepared to wait and rediscover your inner 15 year old self!",positive,positive
the people are so creepy there and when i got my drink i went into the sitting area and everyone starred at me.,negative,positive
"very clean with a great selection. but for me, it is all about the people and the service. the girls at the register are very unfriendly. no smile and very unwilling to make pleasant morning conversation. most starbucks employees are very friendly which is part of what makes it easier to spend so much on very mediocre over-priced coffee. if it weren't for the fact that this place is near where i keep my yacht at the harbour, i would not go back.",negative,positive
"i love starbucks, yes i do! what i don't love is that i cannot as of yet redeem my starbucks rewards on my smart phone app inside a starbucks target :-(",neutral,positive
i had been shopping at the nearby costco on a sunday and it was crowded and their water machine ate my 25₵ on the way out and i didn't get my bottle of water. i was parched. i went through the drive-thru at this starbucks and ordered the venti 1/2 iced green tea and 1/2 lemonade (no cane sugar). it was refreshing and delicious. shopping on a sunday is tiring and hard work.,positive,positive
very friendly staff. clean and quick as well.,positive,positive
"a decent spot to grab a cup of coffee or some food before going through the day. this starbucks is part of the university of the sciences and will host a plethora of students. it will get crowded and loud during the rush, but slow down as people go to class. staff are usually friendly depending on the day and service is quick for students: this starbucks is similar to regular ones, with the perks of being full of your classmates. you can use your declining balance or devils dollars here. a great spot to get quick tasty breakfast. literally the best option for food in general on this campus that doesn't cost you real money. for non students: this location is nothing compared to a non university affiliated starbucks, but you can always get the same options you can at other locations. they will take cash and card and treat you no different. there are usually many students here who will either be studying or eating, so seating can be tricky. deffinitely a go to when you visit the school. phone wi-fi does not work here for some reason. there just doesn't seem to be service and nothing ever connects. laptops do work here however. this is a pretty nice locstion and typical location for a university. better food here than most places and a nice atmosphere.",neutral,neutral
grabbed a quick lunch before my mani-pedi. the thai-style peanut chicken wrap was just divine!,positive,positive
"friendly staff and quick service. i have to hand it to the employees here because they are constantly slammed. y'all, the closest starbucks is like devon, wayne or west chester. yes it's annoying when the drive through line goes all the way to the street, but the staff keeps their cool with a smile. love the open space to do work! people are always having meetings or doing work in this space so it's really productive. i haven't had a long wait time for a drink before. so kudos to my local starbucks for doing the damn thing day after day.",positive,positive
"i now it's not a ""local"" coffee shop and i feel bad for loving corporate coffee, but gosh dang it i just love starbucks!!! i'm so glad they finally opened a store with a drive-thru on the bench! they are always friendly and i love my phone app. it's just all so convenient and good!",positive,positive
"i'm seriously taking it personally that this starbucks only has a 2.5 star rating. as it may be my favorite starbucks. here's the thing, upon perusing the below reviews, the folks that review it negatively are basing their review off one or two negative experiences. take it from a girl who frequents this establishment multiple times per week - it doesn't get much better. i will say there isn't a lot of seating room. so if you are looking to post up and get some work done, maybe don't. this is the perfect location to come in grab and go or come in, grab, eat quickly then go. the staff is super nice and friendly. they remember me and my order - what more can you ask for??? negative - this shopping center parking lot stinks.",positive,positive
"just sipping on a vanilla chai tea latte w/ soy, no h2o.... i know it's hot but my tastebuds were salivating for my favorite hot tea. (pause for a sip) yep, still as good as always....",positive,positive
great hidden place to relax and enjoy a cup of coffee with friends. great staff and a great little patio.,positive,positive
"mobile ordered at 3:54 and received my tall iced coffee at 4:30. then the barista with pinkish hair acted as if she could care less. when i told her i had chips with my order as well. a simple sorry for your wait or would have been nice, it was only black coffee. soooooo slow!",negative,negative
"the service is fast and staff are friendly, but the queues can be quite long. nothing really special regarding the decor or range of products. ample seating available and easily accessible to the jw marriott lobby.",negative,positive
i do not usually rate 5 stars unless everything is excellent. the service is 5 stars one of the best americanos i have ever had. they treated me with respect and answered all of my crazy questions calmly and comfortably. the atmosphere is calm and inviting. i travel a lot and have never been more satisfied. thank you guys and gals for an amazing experience!,positive,positive
order a quad expresso with white mocha and ice came and was given in a small tall cup with half of it with ice. i ask them it usually comes in a venti cup fill with ice. they insist it's all there but i know they're lying because they are to lazy because 4 shots n 4 pump of mocha already taken up 3/4 of a tall cup. the cup i gotten was half fill with ice.,negative,negative
do not order from this rude and unprofessional store. most starbucks or fun this store is the worst i just had my order refused. they refused to give my order to the uber driver i ordered are off of. i complain to uber and to starbucks on royal oaks and they continue to hang up the phone on both uber and myself very rude and very unprofessional do not order from movies people they do not care this is the worst starbucks in town i hope they close down from the way they treat their customers. if i could give them a 0 * i would. but they don't seem to care about reviews so i guess this doesn't matter.,negative,negative
the products were fine. starbucks is starbucks. the woman at the drive-thru was just very rude and short with us for no reason.,negative,negative
this is a fairly new starbucks location. i frequent it often as there is never a long line or fully occupied. the location fits perfectly in front of the icon building of the gulch. parking is usually easy as you can park on the street directly in front of the location depending the time you visit. the location is very clean and the baristas are friendly and helpful.,positive,positive
this is one of my favorite starbucks. they drive thru is always fast. they can handle large orders quickly. make sure you use your starbucks card to earn points towards free drinks.,positive,positive
"this particular starbucks outlet is not handling covid well. every transaction is consummated at the front door (the store is off limits to patrons), which contributes to very slow product delivery if you have not ordered in advance online. on the day i visited the front door, coffee was not ready when the store opened nor was a simple order (a large coffee, half regular, half decaf, cream) filled correctly. where was management?",negative,negative
"before everyone jumps all over me for giving two stars, let me explain: i'm cold. temperatures in st. louis often reach 105 degrees, and it certainly did when i visited this starbucks. that's why i chose to take my laptop inside, sip a smoothie, and complete an hour of freelance. that hour, unfortunately, turned into two simply because the air conditioning is jacked for an eskimo. my hands could barely type and i had to keep fixing my stiff-fingered typos, but i was determined to bang out this assignment, so i stayed until the glacial end. seriously, i get that it's balls-hot outside, but that doesn't mean that you have to have the indoor temperature set to 55 degrees to compensate. it's ridiculous. i should not have to bring fingerless gloves to a coffeeshop. other than that, things were ok. nothing was too exciting to write home about. service was average, strawberry banana smoothie was average, music was average, wifi speed was average. points for being open on memorial day. had this location not been an ice cavern, i'd have been inclined to stay and sample a pastry. alas, the chippewa starbucks is getting crossed off my list of un-home office places because i don't want to bring my parka everywhere i go.",negative,neutral
"this starbucks rocked my world! the baristas were incredibly friendly and the coffee tasted great! i couldn't quite decide on a drink at first, but david helped me pick out an iced peppermint white mocha that i ended up loving! great atmosphere and wonderful people will keep me coming back! thanks guys!",positive,positive
"i work at montgomery mall and have been going to this starbucks for 15+ years. i'm not a fan of any coffee, but i get the chai tea latte and it's always delicious. the few times here and there that i have thought it tasted a bit weak they promptly remade it for me. there are usually only a few people in line and they keep the line moving quickly. there is rarely a long line there except over the holidays which is to be expected. the prices have not changed since mcdonald's left the mall. prices can vary from one starbuck's to another, but being a steady customer i can attest to the fact that they don't base their prices on who else sells coffee in the mall.",positive,neutral
"friendly staff and very efficient!! it's always nice to be greeted by a genuine smile and warm welcome...and i truly felt that when i walked through the door. very clean and very well maintained store. the baristas were quick on the feet to get the orders out, which is always an accomplishment.",positive,positive
"i didn't really care for this location. it wasn't all that clean, they were crowded and drinks came slow the day i went. the one in flourtown up the road on bethlehem pike is my fave in this area.",negative,neutral
well for starters this is my regular morning stop but today they deserve a call out! i got into a line today around 5 till 9 that was winding way back to the seating area and had been through the line and had my coffee in 7 minutes along with the many other people in front of me! as they do me i am continually surprised with how many names they remember and their coffees! well worth walking out of my to get my coffee! way to rock it guys!,positive,positive
"i know a lot of people like to rag on starbucks for one reason or another but i'm a relatively picky coffee drinker and i still find them to make a decent cup. i've been to a lot of starbucks, i think we all have, they are on almost every street corner and they always serve the exact same thing. but there is one difference and that's the employees. i know that locally i avoid a couple different starbucks because the baristas there are terrible. they are rude to customers and they don't like to help you. but that isn't the case at this one. everyone is always friendly and nice, they try and help you out if you're not sure what you want to order, and they always seem really excited to see me. i do love this location.",positive,positive
"this location rarely has decaf available as a selection. i have tried to order decaf espresso drinks on several occasions. they are either out or are ""cleaning the machine"".",negative,negative
this is by far my favorite starbucks! mainly because of the baristas compared to other starbucks. it is also at a good location where you can seat outside on a nice sunny day. i love the peach green tea lemonade! defiantly will recommend to others,positive,positive
"usually speedy with the drinks regardless of the line size. watch the parking meters outside, the ppa is on point.",positive,neutral
i been coming to this location for the pass 6-7 years since l moved near by and this location was never this bad in waiting to get your drink. drive thru is the worst 20 to 30 minutes wait it's insane and common in this drive thru. from now on i'll be starting to take my business to the local coffee shops. they give you better customer service where you wont hear that they ran out of vanilla syrup two days in a row. it's pathetic for being a huge chain.,negative,negative
just a quick stop through the drive thru for a passion fruit ice tea before heading out. the drive-thru line is usually manageable and they are always quick and friendly with service. great location right off 60 and across from the mall.,positive,positive
"hey starbucks! a big wag of the finger!! i bring my own personal cup to get my iced coffee and yet, your staff thinks that it is okay to use a plastic cup to simply write what my drink was and then that cup gets discarded. chuck you #starbucks. #wasteful",negative,negative
"it's totally a starbucks. it's starbucks-y with accents of starbucks, in a starbucks theme and obvious starbucks influences. i wish they had more comfy chairs, not super tall tables, but that's nitpicking. it exactly lives up to expectations. you didn't need a review to know what it was like. you're going anyway.",neutral,positive
love this starbucks!they're nice and know their menu!my drink is a bit complicated but they always know what i mean and make it perfectly!,positive,positive
"surprising location for a starbucks. still very nice, big digital ordering screen through the drive through, and quick service on a sunday morning.",positive,positive
"clean, spacious and quiet. i wish this is just around the block where i live.. theres also a patio to hangout and breathe the clean air of santa barbara.",positive,positive
"unfriendly service. i also suffered a concerning drink quality issue yesterday. as starbucks corporate is trying to address these issues and has quickly refunded my purchase price, i won't elaborate. it was just... very unfortunate. i'm a starbucks devotee. this is the closest starbucks to my home but not the only starbucks nearby so i'll just avoid this one... forever.",negative,negative
great morning crew during the week . however they are severely lacking on the afternoon and weekend crews. 5 cars in line at drive through. we did not move at all...for an official 7 minutes. 7 minutes per order on a saturday? they just don't seem to care.,negative,negative
i like this starbucks because it's generally less busy than the others in the area. i normally don't have a problem getting a table and the wi-fi usually works.,positive,positive
very convenient location. the staff is generally friendly. i like this location mostly because it is convenient and not because of the customer service. i will come back.,positive,positive
nice atmosphere. always busy. free wifi. good place to meet up with friends. always super hot inside.,positive,positive
i went to this starbucks today and i waited in line for 14 minutes. when i expressed to the barista my frustration she argued with me and said it had been 5 minutes. great customer service! keep it up! i seriously spend way too much money here to get this type of treatment.,negative,negative
"its an average starbucks location. i think the best quality is the amount of outlets along the glass wall. maybe i'm spoiled but the staff at the location closer to my house is really friendly - the peeps here not so much. not that they are rude or anything, just not friendly. the wifi kicks me out about every 15 minutes which is annoying. they've recently rearranged the seating area to allow for more space but it feels pretty cramped now. they do have a large outdoor patio area which i think is awesome weather permitting!!",neutral,positive
"six out of eight times( st. claude location)that i've frequented this place my coffee have been lukewarm.. so today i went right before work and order my usual venti pike place with two shots of espresso and before the cashier poured my cup of coffee, i ask her was the coffee hot she lied and said it was smh! unbeknownst to me it was lukewarm as usual! so i returned this cold cup of coffee back to the cashier and she said the other guy was brewing another pot of coffee..so i waited and waited and waited and she pretended at this point i've waited a good 12 mins for another cup still no new cup of coffee so i ask for my money back and all this incompetent cashier could say is sorry! the cashiers there needs better training and better customer service skills i guess she didn't care!",negative,negative
service is exceptional here. the barista took great care with my order and asked before making changes to my iced peach tea to allow room for ice. clean location and really appreciate the drive thru.,positive,positive
"haven't been to this one for awhile and this was a refreshing visit! they have a board up with post-it notes to share what you are looking forward to this summer. fun to read and write your own. and then outside, ( where there are lovely tables and spots to sit), there is a little art rock garden. great service, as usual. delicious fresh and fast coffee.",positive,positive
"i have been to almost all the starbucks in st. petersburg/largo/clearwater area. this is not solely due to the fact that i love starbucks, but because i travel throughout the county for my job and need a place to work in between meetings. this is my favorite starbucks in st. petersburg. most starbucks serve the same drinks/food, so my favor of this one is based on three main reasons. 1. it is in a great central location and easy to get to. a little outside of downtown st. petersburg, you can easily get to 275 or stay on 4th st. to travel to other parts of pinellas county. 2. they have a bar with stools by a window, so there is almost always a guaranteed place to work if you are by yourself. each seat even has an electrical outlet. 3. there is free parking. however, the lack of parking spaces is why i take away one star. sometimes the entire lot is filled. try to avoid those busy times (lunch time, right after work, etc.).",positive,positive
"not all starbucks are the same, at least they aren't in the nashville area. i've been to almost ten. some serve food on plates, some have more sitting room (including outdoor tables) this one makes my drinks right. not allow of them do. oh, and they're friendly.",positive,negative
"i regularly stop in this location, sometimes for long periods of time. this is a small starbucks with (what appears to be) a large volume of customers. i understand why. i'm impressed with how efficiently and expediently the staff moves the traffic... and still manages to remember everyone's name. small neighborhood feel for this big chain store.",positive,positive
"ok so i am a diehard starbucks fan. i was way excited when they opened this one because it's super close to me and now i don't have to go inside target to get one of my fav morning pleasures. that said, i am really sad to say this starbucks has consistently fallen a short of the excellence starbucks is known for. there are usually extra long wait times (regardless what time you come in), the last 4 of 5 times i've come here they got my order wrong or just given me someone else's order accidentally. i've ordered via the app, walk in and drive thru but it doesn't matter - they are consistently inaccurate. literally every time i've come inside, they were out of raw sugar at the bar, so i have to go to the counter and ask for it. i hope they turn it around because the way it's going now, i prob won't keep coming back much longer. i am not one to complain and i don't put in difficult orders - but there comes a point when even the most faithful customer will get tired and walk away. i'm almost to this point and it sucks. please get it together starbucks. please.",negative,negative
"my favorite starbucks!!! ...sometimes. i've been coming to this starbucks since it opened, dealing with it's overly-small, pain in the neck parking lot, because it was the closest one to my house. the staff is what keeps me coming back, and no matter how much time passes between my visits, the veteran employees always remember my drink, and genuinely ask how i have been, and what i've been up to. i usually order a grande or venti iced americano, with hazelnut syrup, soy milk, and extra, extra, extra, extra caramel drizzle, and they never disappoint me here, especially with the extra caramel drizzle, so long as it is one of the veteran employees making my drink. they have had a lot of new people come and go, who are typically just... mediocre. they seem unenthused, and never, ever make my drink right. like, really.. how hard is it?! extra caramel drizzle doesn't mean one small drop of it in my drink, especially when you charged me for the extra caramel drizzle... twice!! but, i know my drink is safe when i see one of the regular, veteran employees. i love going in and catching up with them, and they're all awesome. a few of them go to my gym, and we always talk about working out there. it's nice, and adds some personality behind the baristas who previously just made my coffee. now that i have the option of the drive-thru starbucks on the other side of the expressway, it truly says something when i continue to come to this one, with it's horrendous parking. the veteran employees make me excited to return, and pick this starbucks over the new one. the latter consistently does not make my drink correctly, and the cups are always sloppy there, but i'll leave that for the review i'm going to write for them. all in all, this is my favorite starbucks. great employees, good coffee (as long as the right person is making it), with horrendous parking (hence the docked 5th star).",positive,positive
"this is a pretty good sbux. long but swiftly moving line. accurate order fulfillment. ample condiment station. plenty of comfy shmumfy leather armchairs, footrests, and power outlets. what more could you ask for? maybe a lil of that free sbux wi-fi. but no, its in the usf library and guess what? you need a visitor code. oh well. everything else is great.",neutral,positive
"eggsquisite service, and a very very friendly staff. don't listen to the comments about how bad the staff is, they all lie!!!",positive,positive
"normally this small starbucks is excellent. however, this morning we had to wait 15-20 minutes on two orders. a pumpkin spice latte and an americano. i finally asked the register person to credit our order. he said ""sorry"". the basic root of the problem was a slow, untrained barista who seemed to go even more slowly after i complained about time. so, i'm sorry to say i cannot rate this location higher than a 2",negative,neutral
"a-ok... unless this is your first sbux experience, you know what to expect. today, 6/25/16, tia is not too busy, and neither are the shops. flying spirit, so decided to byoc. tasty brew and friendly staff. i will be back... but then again, this is a favorite stop when coming to fla. ps. free wi-fi via the airports network!",positive,positive
it's a star bucks what can i say yummy. when we went to this one they were very friendly and there is some out side seating,positive,positive
"so far, i really like this new starbucks, the location is perfect, there is a drive thru which is perfect for my drive to work. the decor on the inside is very snazzy and makes me feel like i am in a coffee shopt in europe. the customer service is top notch and the indoor and outdoor seating is larger than must starbucks. the only drawback is driving in and out of the plaza there are to many twist and turns and not enough stop signs so people are confused. that architect and engineer could have done better with that because people were getting agiatated as they try to get on the drive through lane.",positive,positive
"the baristas here are the nicest people ever! i've always gotten my order promptly even if it's super busy, and they never overdo it with the ice. atmosphere can sometimes be a little bland, but that always is welcome when i stop here to study! i'm by no means a regular, and i regularly get coffee from whatever's open and nearby and i have yet to be disappointed. just posting this because i see a ton of ..m,, negative review. see",positive,positive
"this is definitely my favorite starbucks location in all of reno/sparks. the baristas are so friendly, always smiling and make me not want to leave the drive thru (forget the line behind me because i'm having too much fun.) the only location i feel practices consistency and accuracy every time by making my drink perfect every time i arrive.",positive,positive
"today i got my usual drink, it's the venti caffe vanilla frappuccino. man oh man i have never had my coffee taste so good. i like my drinks sweet but i also like to taste of coffee and i could taste both this time. service was wasn't really as friendly as other experiences but it was definitely efficient i didn't have to wait very long. i've been to this location a couple of times before and never had any complaints. i don't really live in south reno so its not a starbucks that i would frequent but if i'm in the area i will return.",positive,positive
"this starbucks location is just okay. i prefer the one on walnut and 34th much more. this starbucks location definitely is one of the busiest in the area but i feel that they're always a bit under staffed. baristas are always struggling to fulfill the online orders. i always get a tall americano but i know that they almost always just pour dripped coffee which is not what i ordered. though, i am impressed with their selection other than coffee which include variety of dessert items, sandwiches, mugs etc. cake pops cures all. i'll probably come back to this location just because it's convenient for me but doesn't mean that i'm happy about it. meh",negative,positive
"a very nice young lady serviced me on 06/08/17, we spoke of natalie's cakes. very informational about company who makes them. thank you for a delightful experience. thanks again,",positive,positive
"this starbucks has very nice customer service. the manager, miguel, is a 5-star manager. he's always in a great, mellow mood. they are very busy place. however, that tells me it's because their good! they have plenty of tables inside and out. my husband and i go there almost everyday so i can start my day off right, with a smile!",positive,positive
do not go here if your in a rush. mid morning and they still took an extremely long time to make my drink. 4 employees and only two working. one guy loafing around the shop trying to look busy. brutal,negative,negative
"the staff here is very fast and friendly. i was greeted with a smile from multiple baristas and they started making my drink as i ordered and before i even had a chance to pay. my iced tea was ready to go as i finished the transaction and walked over to the bar area so i was in and out in a matter of minutes, can't beat it",positive,positive
"if i could put zero stars i would. normally i go to the starbucks on 42 (almost everyday) and they have always had outstanding service. on the other hand, today my boyfriend and i were closer to this location, even though i've been to this one and didn't care for the service before, i decided to give it another shot. we go to the drive thru and i order my usual, a warmed butter croissant and a venti iced coffee with cream and sugar.. the croissant was luke warm and the iced coffee was filled with no sugar. so i decide to go inside and have them correct the mistake. the gentlemen who took care of us at the window quickly approached me along with another young man who i assumed must've been the manager. i let them know there was no sugar in my coffee, also the label said with milk so i questioned that as well.. instead of saying sorry about that, let's make you a new one, i got nothing but a cocky attitude and excuses; again i thought nothing of it.. then the guy that's remaking my coffee is done quickly hands me the drink and walks away.. i immediately notice that not only is my cup is completely filled with ice and the coffee is an inch away from the top.. i was so frustrated that i just walked out, knowing that i just spent $4 on ice.. very disappointing.. will never come here again, two thumbs down for sure",negative,negative
"love the staff here. they are always super friendly and fast! they make an effort to learn your name/face and your drink. this is one of my favorite locations because they get my drink right every time. the only issue i have are all the rude high schoolers that come in being loud an obnoxious demanding water after school. to which they still are given ice cold water with a smile. love stopping here in the am between 9am -1pm or in the evening after 5 to avoid the kids. nothing against them, i was in high school once...but i do like to enjoy the café when it's peaceful and quiet. (: plus it's nice to stop in for a quick lunch or a pick me up when i have some grocery shopping to do at the fry's next door as well as the wells fargo conveniently located inside the store. it makes my day easier to have everything in the same plaza.",positive,positive
"i've tried not to write a review about a starbucks because the experience is relatively the same regardless of where you get your sb fix. sometimes you run into a situation where a sb doesn't have something you want. a sandwich, or a syrup etc. that's common and almost expected when it comes to a chain eatery. not this starbucks. consistently i have come here and ran into issue after issue. long lines that don't move. short lines that don't move. the only person in line, don't move. consistently i order something and it's not available. breakfast sandwich, nope. sugar free syrup, nope forgot sorry. it's frustrating. today was the final straw. i love starbucks and will continue to drink it but i will not be going to this particular establishment in the future. it's worth the extra 20min drive south to another location where i know i get great service regardless of how long the line is.",negative,negative
"this is starbucks what can i say! i live here. if tequila runs like poison in my blood (thank you kenny chesney), then coffee is the antidote. coffee, my favorite cushy chair and meeting interesting characters... what more is there to say. violet is not as talky before java. ;-))",positive,positive
