text,actual_sentiment,predicted_sentiment
this starbucks is such a great location and build that it hurts me to give this a two star rating but here it is this starbucks was my favorite a year ago and something has changed dramatically keep in mind that my rating is based over several visits and not just one negative instance that s not how i roll the staff individually there are some really great people working here and working incredibly hard however they don t appear to be having any sort of fun which i get it not every day is a joy however this doesn t look like a team i watched for minutes as teammates passed by each other without saying a word to one another there was no joking or laughing or even a smirk if they re not having fun with each other they re not having fun with customers this team needs a team build coach the service i had a one off situation in which i ordered a venti iced coffee and paid for it moments later the barista advised me that they were out of venti cups and then handed me a grande iced coffee he then told me that the cashier would adjust the cost i was immediately confused as a customer the cashier apologized and explained hey if you re hanging out i ll give you a refill for free and then adjusted the cost kudos for effort but this is a service fail some better approaches connect with me educate me and then present me with options ex i m so sorry we re out of the venti cups would you like to go with a grande and i ll refund the difference or would you like to go with a trenta for a few cents more get creative hey i m so sorry we re out of venti would you be ok with me giving you a venti serving in a trenta cup if it s rung up it s your error and needs fixing well fix it ex hey you re getting an upgrade today at no additional cost please enjoy this one on us i get that stock levels of other cups are a concern and giving stuff away in a sales environment is scary but gaining customers for life is a far better investment in your time and energy my goal is not to tear this location down but to give a customer perspective this place was friendly and a great place to visit and i d like to see this location return to it s former glory best wishes,negative,negative
very pleasant experience this morning i wish they had more inside seating table space for working the majority of tables are outside and being a hot and humid climate i value indoor working space but all in all the staff are extremely likable and the place is clean starbucks is one of my favorite places and i enjoy varying my starbucks experiences,positive,positive
very nice staff but holy moly is it slow in there i waited minutes for a simple order,negative,negative
never had an issue with this at any other starbucks triple grande soy latte pumps of chai said this very slowly to the cashier at the register each item showed up on the screen so i know she heard me and she s charging me for it she casually leans over to the barista and says you hear that barista nods cashier just hands unmarked cup over to barista i take one taste of this drink there s no soy there s no chai at least they got the triple part right but there was no one else in line there wasn t a rush i have no sympathy for laziness especially when it messes up my morning routine,negative,negative
people think i m crazy for reviewing starbucks since they re a chain but let s be real there are some good ones and bad ones and you just never know what you re getting the store is bright and new and has a great outdoor patio for sitting there is a mix of comfy chairs and tables so you can choose what you d like and there are enough spaces that i haven t had a problem finding a place to sit the employees here are really friendly i feel like they actually go above and beyond in customer service if you ask a question they genuinely talk to you i ve seen them make kiddos frappuccinos and hand them out with big smiles they also have taken my drink to my table for me while i was in the restroom and i see them bring people their pastries all the time they take the time to make everyone feel like they re a real guest in the store the store is clean they keep the floor tidy and the music isn t overly loud bathrooms are well stocked and they always have plenty of food available definitely recommend you check out this location it s also close enough to the eagle greenbelt you can head over for a walk which is a bonus,positive,positive
i just have to rave about the employees at this location i go to many different starbucks locations and this one is by far the busiest due to its location right off of and however the staff here is just so kind every employee i have encountered here has just been the sweetest so hardworking even in the midst of fast paced chaos i intentionally do not go to the dunkin across the street even if it has a shorter line because the employees here are so nice and seem to really care about their job definitely some gems at this location,positive,positive
hoooooly crap don t ever come to this starbucks i have been inside for minutes and counting waiting for my drink what a sad excuse for a starbucks corporate should be ashamed,negative,negative
the service at this location is so slow i ve come threw both drive threw and cafe different times of the day and i ll still be waiting in what seems to be no line and wait mins for a tall dark roast and a bacon sandwich one time i was in the cafe and for some reason my bacon sandwich wasn t cooked all the way i asked the barista with blonde hair and glasses if she could reheat it i got an eye roll which at that point i felt uncomfortable when i left i said have a good day and have her my plate she take it from my hand and doesn t say a word and heads to the back room another barista comes to me and said she s been working a long shift i don t think that s a good excuse nor professional i will not be returning to this location,negative,negative
can t go wrong with starbucks i got a coldbrew with almond milk and a shot of vanilla in a reusable cup i did have to add a bit of creamer and vanilla to it but it was still tasty the condiment bar could ve used a bit of attention as far as filling up empty or almost empty containers but we made do with what was there,positive,negative
coffee was ok selection of other food items was very limited but that would not make it a star yet however this was by far the dirtiest bathroom i have seen in any starbucks i have ever been,negative,negative
don t come here if you re in a hurry they cannot keep up with the volume i placed an online order and went through the drive thru to pick up i waited in the drive thru line for over mins i would highly recommend they manage their staff and resources better especially in such a high traffic location,negative,negative
gave me a regular medium roast coffee when i told them twice that i wanted a medium roast iced coffee also the cup was filled to the brim and leaked out underneath the lid just another reason why i ll pick wawa or dunkin over starbucks times out of,negative,negative
disappointed with the service of this location ordered ahead through the app so i wouldn t have to stand in line my coffee was ready but the food wasn t i asked about the food the response i got was i just do drinks okay but what about the rest of my order she walked away finally i see a food item put into the pickup section it was mine but where was the rest of it sat back down and continued to wait finally went back to ask and they said they re working on it once the guy came over with my oatmeal he had the wrong kind ordered blueberry but got the classic guess they figured i didn t want or need agave syrup and the nut medley at least he tossed in the berries needless to say i won t be going back if i m ordering food service was slow and my order was wrong,negative,negative
the starbucks card system was down for the day instead of posting it somewhere they let people stand in long lines just to find out when one went to pay that one could only use cash or credit at least the other store across the parking lot had the decency to tell me before i ordered,negative,negative
too bad we cant give negative stars for reviews i came in yesterday to pick up my minile order and after waiting the counter for mins ignored i finally had to be strong voiced to get anyone s attention while i was waiting ignored at the counter to be helped other customer kept coming up next to me and they all were greeted with a smile and a good morning but whenever i tried politely to get assistance some staff just looked at me past me to help others during this time of me waiting to be helped my order was sitting on the back counter getting cold whats the purpose of mobile ordering when you still have to wait at the mercy of bias barista s the store was nombusier than usual and yet only certain customers were receiving adequate customer service this is why i only patronize starbucks when i have a goft card otherwise i spend my money at establishments that appreciate all of thier customers this is why i will continue to dine elsewhere thanks for a very unpleasant shopping encounter,negative,negative
this location is extremely hard working and accommodating they had great customer service and wanted to make sure i was happy i went on veterans day and was served a free drink and also bought a bunch of other treats it was a really kind and friendly environment which is not my usual normal experience with starbucks so i can t help but rate them a yay for good people,positive,positive
this starbucks has one of the longest lines with regularity that you will ever see plus it s a small starbucks with a limited menu i would only give a full sized starbucks stars because their coffee tastes burnt and their prices are ludicrous i know some people are obsessed with starbucks but i ve never understood paying more for worse i far prefer dunkin donuts or tim horton s for quick and basic coffee and if you want good coffee you need to order online and have a good burr grinder and a chemex or french press,negative,positive
today i had to sit in an incredibly long drive through line to order my usual drink no big deal it s starbucks and it s busy i get it when the drink was handed to me i could tell it was wrong but the employee was already speaking on the headset to the next customer so i decided to pull around and go in with my toddler in tow i had to stand in another line of people finally i get to the counter and let them know this is not what i ordered he said ok they dumped the original drink and made the new drink in the same cup no apology was given no offer of a free bakery item they didn t even let me keep the screwed up drink i am baffled by this the worst part is that the second drink i got was still not right this is supposed to be a cloud macchiato i get this drink all the time i wasted minutes of my time at starbucks today that should ve been minutes for subpar coffee won t be going here any more,negative,negative
this is my favorite starbucks location ever i come every morning before work it has a friendly welcoming vibe enthusiastic and kind staff and most importantly the baristas are fast even when the place is packed highly recommend,positive,positive
full drinks make happy customers stop cheating us with high prices and shorting our drinks,negative,positive
just witnessed an employee roll a trash container full of trash through the store or times while he asked customers who were eating and waiting for their food to move out of the way while he dragged trash in a giant rolling trash bin through the store do not order from this place it is unsanitary and the employees are so lazy they can t be bothered to pick up a trash bag and take it out through the back like every other restaurant in the world someone should call the health department and report them immediately the people who helped us at the counter were very nice and they don t deserve to be represented this way by lazy employees,negative,negative
this used to be my favorite starbucks i love the location and it s a very social lovely place however the past times i have been here the service has been horrible i had to wait forever for a cold drink to be made as most of the baristas were standing around the staff seems to be all new or just completely confused as to how to make the drinks and move the line along there was only one person ahead of me and it took nearly minutes to get a cold passion tea,negative,negative
b work this starbucks does brisk drive through business on the outside with some customers stepping into the attractive though smallish dining area on the inside as my friend bill c notes customer service is exceptional for a coffee place the staff person working the counter was visiting with a regular as i arrived but quickly took care of me and was introducing herself by name to a newcomer who followed bill c didn t seem too thrilled with the baked goods but my apple raisin muffin was just fine the standard pike place coffee was very good too perhaps it s not as hip as e ville main street but out here at the crossing there s better parking,positive,positive
this location is clean and staffed with friendly people i had the egg white and red pepper breakfast offering it was perfectly cooked and a healthy snack to get my day started,positive,positive
trid starbucks is amazing the employees are so sweet they wrote a note on my cup that said you are loved have a wonderful day they have great service and basically no wait,positive,positive
this starbucks is by far the very worse one i have encountered anywhere in the country after placing the order and double checking it was still wrong the young girl who confirmed my order at the window and told the other individuals to make sure the order was correct still got it wrong now that is just not acceptable the drink tasted like burnt coffee the cake pop my granddaughter wanted and was tripled checked was wrong why not really sure but if you can go anywhere else that is what you should do,negative,negative
this starbucks is located in a publix i believe it used to be a safeway the location is new and updated the storefront inside the publix is small but they offer everything from drinks to pastries to sandwiches the prices seem pretty comparable to an actual starbucks plenty of parking in the shopping center as well the staff was friendly and nice we just got bacon gouda breakfast sandwiches but they were great and nice and warm i would come here again,positive,positive
went in at lunch not too busy several baristas working asked first if they had any january cups left barista looks around and says no i don t think so i asked if they would be in the front register area and he said probably i ordered a venti cool lime refresher tomato mozzarella panini and had picked up a box of cranberry bliss bar with a mark down of rings me up i pay with my app and he walks over to warm up panini i look at the receipt and the bliss bar rang up at i brought it to his attention and he said let me ask my manager standing right there she said oh that ended yesterday there were several people waiting behind me by this time so i walked away with the whatever attitude so i am waiting for my drink and waiting and waiting finally i went up to the bar to inquire they forgot so disappointing for this location stanford and mccarran because i stop in here several times a week,negative,negative
kept getting my order wrong charged me a second time for one of my drinks i wouldn t recommend anyone i know to this location,negative,negative
i ordered a cocoa macchiato and they said they don t have ingredients for that i asked them what they meant and they just said it was expired the lady in the drive thru was really rude and when i ordered another drink they basically just shoved it in my hand i will never go to starbucks again especially this location dutch bros here i come,negative,negative
i like this starbucks a lot it s super cute it has a drive thru inside there are comfy chairs and tons of tables and seats and it s warm it s a really large starbucks with enough parking seriously can t think of a single thing wrong with this place,positive,positive
clean well organized slightly cramped interior with quality service that makes a pretty solid hibiscus refresher,positive,positive
service was fast and friendly enough but we ordered five drinks four simple iced coffees that were all not filled up about a half inch or more below the lid the iced cloud macchiato was like inches down and barely cold within a couple minutes the picture i posted has not been drunken out of the foam didn t last at all that was a drink i ve ordered these drinks before and they aren t like this the cloud macchiato does have the foam go down but only after you start drinking not so fast on it s own both of these issues aren t normal so i wasn t impressed,negative,negative
if you are from anywhere in the pacific northwest do not go to this starbucks you are not that desperate for caffeine trust me i don t think their barista has been properly trained on the machines coffee tastes watered down seattle would be ashamed of this barista go five miles out of your way to the starbucks on gulf to bay blvd instead ten minute trip from the beach totally worth it,negative,negative
i really liked this place when it first opened but the staff has become progressively more unprofessional while placing an order the cashier was more interested in chatting with his coworkers as a result i had to tell him my order which was simple a latte that s it nothing fancy three times before he finally got it they get stars for service one star for the decor,negative,negative
i came to the wayne store on a sunday afternoon i ordered a chili mocha frappuccino it was wonderful i came back the following friday and ordered the same thing in a larger size the first mistake was that they made it hot so i had her remake my frozen cappuccino hence the term frappuccino she proceeded to dump the contents over ice and throw some whipped cream on top i paid almost for that fucking drink i am extremely disappointed if i wanted cold coffee over ice cubes i could have done that at home myself for a lot less i know that is not how it is done in that store big thumbs down,negative,negative
the absolute worst i unfortunately have to rely on this starbucks because i work at the mall with holiday season approaching it would be nice to know i can rely on starbucks caffeine to get me through the day with all the chaos but no constantly under staffed a mobile order takes at least minutes why this place needs to be completely re staffed why on weekends is their only two baristas they re not even moving fast they are taking their time i m really hoping some management changes are made because it would be such a huge inconvenience to have to start going to another starbucks literally the worst starbucks i ve been to in my life,negative,negative
minus one star because i ordered me the new strawberry funnel cake frappuccino with coffee in vente and got a small straw and no coffee it s my birthday so i got it for free and shouldn t complain but come on man the drive they folks were very friendly and wished me happy birthday but i wasn t gonna turn around,positive,positive
i live walking distance from this starbucks so instead of driving to one i have the convience of just going here i have not always been a fan of starbucks because of their coffee but i started getting adventurous and started trying new things out i fell in love with starbucks iced green tea unsweetened with honey and the mocha green tea frappuccino all because of the help of the workers the staff are always friendly and since i am always there alone or with friends socializing or doing homework they basically know me i am always welcomed with a friendly smile and whenever i ask for help about a drink i feel like they always go above and beyond even telling me if i don t like they can make me another one the mornings and sundays can get busy and super loud which might cause you to wait a bit for your drink but that isn t the workers fault i prefer sitting outside around the evening since it is relaxing and more quiet compared to the inside sometimes this is by far my favorite starbucks in the area,positive,positive
always friendly service never to long of a wait my dog loves the free puppacino too,positive,positive
man this is the only starbucks with a drive thru for many miles and the girl that has been at the drive thru window lauren is terrible i say this because the last three times i ve been through the drive thru she has been at the window every single time she cuts me off and i have to let her know i have more to order every single time she gives me attitude when this happens and every single time she gets one of my drink orders wrong i ve never had an issue with any other employee or anytime i ve gone inside lauren doesn t belong at starbucks wrong attitude and wrong drink orders disappointing,negative,negative
i once saw a hipster and a soccer mom go at it in the parking lot hipster won because better use of swears and soccer mom really was going the wrong redacted way over caffeinated in a small parking lot it was inevitable,positive,negative
i was in the store earlier today things were busier than usual a couple customers were being extremely rude to the employees but they still kept smiles on their faces ashley andy were especially helpful despite the stressful situation my coffee was good as usual,positive,negative
it s like a mcdonald s but coffee expect average american coffee and service and you ll be ok,negative,positive
i really just love this starbucks for it s convenient location and it s spacious patio and the indoor is just as cozy with plenty of seating for both of course i love to swing in and get their green tea or vanilla lattes i just find this location best in the area it s located next to boundary and the cheshire for conviency you can hop on easily or just head down clayton but this place has about outdoor tables,positive,positive
we went here with a big group of girls during a volleyball convention it did not take long to get our order considering we were a big group our order was exactly what we wanted it has a great location too if you are staying at harrahs if you just want coffee and pastries this a to go place but if you want your typical paninis and salads you won t get it in this starbucks location nothing fancy about this place this location is smaller than the other starbucks i ve been to i would definitely come back again,positive,positive
new location moved right across the street where boston market closed much bigger location with a drive thru window i believe they retained some of the staff but not sure to start they had short hours now is it looks like they have extended their hours the location on north meridian is closed till the first of june looks like a remodel today was the first day my trinta black tea tasted right at this location every time i ve ordered it it has a slight fruit taste best guess they weren t properly cleaning out containers before shaking my tea or the tea comes out very light in color i always ask for no water so it should be darker and stronger so kudos to who ever made my tea today it was perfect about pm,positive,positive
the system was down today and couldn t take money that s okay they gave me my coffee and did so with a smile the lady ahead of me was a complete douche she was all cranky about it that s okay douche lady i tipped them and will continue to go to this star bucks minus one virtual star for not having a drive through in safeway for my lazy moments plus one virtual star for the employees being fabulous i love you to the moon and back coffee i mean starbucks,positive,negative
love all the employee s here i always do drive thru because my dog gets a puppachino they started this little delight for finn a few of the girls have taken pic s of him are always happy to see him know his name service coffee are always great,positive,positive
the coffee here is consistently awful and just not up to the standard of other starbucks i always get a brewed coffee and it tastes burnt and bitter every time i can t imagine what the espresso drinks taste like that aren t loaded with milk and sugar also it has a tiny cramped parking lot that makes it difficult to get in and out of parking spots due to the drive thru line,negative,negative
i ve always been a home brew coffee kinda girl so it s a rarity when i venture into a starbucks however my boyfriend is a huge fan so we decided to go on saturday after staring at the menu completely overwhelmed for what seemed like an eternity i decided to try the mocha light frappuccino it was the most delicious thing i ve ever drank it was a cold silky combination of mocha and chocolate a grande only has calories too in my eyes that s worth raving over,positive,positive
you almost never see this location without a line in the drive thru or a full cafe this is the place in the irv where folks gather for business meetings after school study sessions sewing circles and book clubs you ll find a cornucopia of people here wait times here are sometimes longer than other locations sometimes suspiciously long when after what seems like ten years i only see one beverage handed over and occasionally a group of rowdy teenagers will interrupt gossip time with your best girlfriend but outside of that there s little here to frown upon the place is cute and well kept and the baristas are friendly enough obviously the drinks and treats don t stand out from any other generic starbucks certainly there are other locations i could travel to that would lessen my wait time but it s really the convenience to my home that keeps me coming back time and time again,positive,positive
i ve had better service at any dmv posted hours claimed that they open up at a but there were two very leisurely employees milling about preparing to open until about a once they did open to a crowd of people anxiously awaiting their lattes the expresso maker was broken instead of having an ounce of sympathy or customer service the two employees proceeded to shame anyone who inquired as to what the issue was horrendously poor exposure for starbucks,negative,negative
the baristas here are all really friendly and my drink always comes out just how i want it the parking lot is a nightmare though forget about turning left into there i sit through lights sometimes and once you re in there it s so tiny but the starbucks itself is a solid one,positive,positive
my favorite starbucks location in reno the baristas are friendly and my order is always correct easy to get through the drive thru or inside always clean inside too nice seating for sitting with friends,positive,positive
one of the top rated staff locations i felt like my presence mattered at this location i tried their new pb j lunch box for a healthy alternative to fast food menus it was excellent with a nice fresh half sandwich apple slices fresh and crispy carrots cucumber with cheese and chocolate covered raisins it was satisfying,positive,positive
i have been visiting this starbucks now for about years due to my location of work as you would figure i have become a familiar face and so have some of the workers i have not had a bad experience and don t believe i will clark and ali are two of the people who remember me all the time and remember my drink orders the customer service they provide goes well and above what they have to do,positive,positive
cool employees that work quickly and efficiently definitely one of the best starbuck s i ve been to,positive,positive
beautiful location friendly baristas and quality coffee what s not to love baristas handle the often large crowds pretty well and very professionally i know i m impressed ps i m totally crushing on that cute blonde barista with tattoos,positive,positive
the worst starbucks i ve ever visited not that any are good but this one is especially bad i always ask for less syrup because their drinks are sickeningly sweet they can never get this right not once have they ever made a drink the way i ask i will never be back,negative,negative
walking up to starbucks at am some weeks ago from a full table outside i heard vagina pussy pussy foot chlamydia wtf a minute later i realized that they were playing a game like taboo or catch phrase apparently they re always there good times though i still wonder what that word was yes i m writing yet another star review for a starbucks i mean it s hard to give a place that s open any other rating plus they ve got cute attentive baristas ready to serve you a tasty drink any hour of the day you can t beat that definitely my starbucks of choice when i m in tampa sidenote if you re going to sit outside use bug spray in the scant few minutes that i sat outside to people watch i got four mosquito bites on my leg,positive,positive
wow this might be one of the best starbucks locations i ve ever been to the inside is so spacious and there s a large patio this branch has nitro cold brew and all of the regular drinks you would expect there s tons of parking too and if you live nearby it s a short walk the inside is very clean and the service was great i m definitely coming back here next time i m in boise,positive,positive
this location is good but the employee turn over is fairly high which causes my drink order to come out wrong i normally get green tea frap with skim milk one classic pump and no whip for some reason my last two had coffee bean grinds in it not a happy camper sine they increased prices but i love studying here,positive,negative
i have seen some customers get pretty picky at this starbucks and never once did the workers give a hard time to anyone they are fast super nice and make all the coffee correctly sweet ladies and men wish they had more eating and no lines whenever you go in but it s wonderful to see the starbucks on campus this starbucks is always filled with students we actually lost out phone here and one of the workers picked it up called us back and told us he would hold it at the register until we came back what better service is that amazing my coffee was made perfectly and even though there was a line there really wasn t a wait can t compliment this starbucks enough great job,positive,positive
what an excellent starbucks yes we have quite a few already within a mike radius but this one has the best layout and furniture according to the barista they just opened around april high ceilings give it a light and happy feel especially coupled with the light wood furniture there s black and gold wallpaper on the side that match the furniture perfectly with the warm lighting overhead all of this makes for an overall soft look there are plenty of seating options this is ideal for the laptop people and social people there are around wheelchair accessible tables that seat four people two very long high tables that seat people each one high table that seats four one long couch with tables around comfy lounge chairs and stools at the bar where drinks are handed out outlets are everywhere what s nice is there s the standard prong outlet but also two spots to put phone charger cords in great for my iphone and laptop both customer service seems solid so far concern currently the potholes in the driveway from into this shopping plaza is littered with tiny jagged potholes it s really bad so drive slow this is the only reason why this place does not get all the stars you d think starbucks would pressure who controls the shopping plaza to make things right for their grand opening month i ve kept it at stars since this is just my first visit and the pothole issue and i ll update later if i think it s stellar enough to get,positive,positive
this is the most inefficient and just plain awful starbucks i have ever been to they ve never gotten my order correct and all it is only an iced vanilla coffee with heavy cream i went there once and i had to go back in the store three different times and i still left with a drink that didn t taste how it normally does from all other locations i only go here when it is convenient as far as location don t even consider the drive thru unless you re prepared to wait thirty minutes for your incorrect order,negative,negative
i don t come here often but i had a gift card from last christmas and happy that i did because i was able to try a delicious drink that i think could become a favorite of mine during a sunday drive my husband and i decided to stop at this location for some coffee soo the drive through line was super long but to our surprise we got through it really quick my husband had the carmel frappe and i had the dragon drink i honestly didn t know what to expect from the drink but being that i didn t have to actually pay for it i said what the heck lol the dragon drink it light refreshing and not overwhelming at all i expected the coconut milk to be a little stronger the flavors combined really well and yes i would order this drink again my only hesitation would be getting it from a different location because as we all know different locations make the drinks different and they never really taste the same our customer service experience gets stars as well as the overall experience,positive,positive
i love starbucks it doesn t matter to me which location any and all are great for me caramel macchiato grande is my favorite but there are so many that i have tried and liked i enjoy the comfortable feel of the locations i enjoy just sitting there sipping on my drink enjoying my laptop or android tablet sometimes i just like to sit and read my kindle while i enjoy the peace much like a library but you can drink here lol some say that they are going to start serving alcohol i don t like that idea personally i don t want it to turn into a bar atmosphere if they get into this business they need to branch off and name is something else anyway i enjoy starbucks,positive,positive
worst starbucks i have ever been to please do not go here if you want your coffee order done right my order was messed up about four times and the cake pop i got was old the barista was so rude about remaking the drinks and i get it they were busy but she felt the need to stand there and argue with me about whether she called out the name of whose drink was whose when she set them out these workers do not care about their customers honestly i just should ve gotten my money back instead of even getting my drink remade for all the trouble i went through i usually don t write reviews unless a place is really bad so trust me on this and do not go there,negative,negative
the staff at starbucks is so well trained i have had starbucks for over twenty five years i love your coffee but love your staff at speedway and country club in tucson az more they are a great and certainly make me feel like i am having coffee at a friends home instead of a corporate store this staff should be the training store for all of starbucks thank you starbucks for wonderful coffee and thank you everyone at my favorite store in tucson az carman wong,positive,positive
i really enjoy working here when i need a change of scenery and love the easy access via car bike public transit etc although i live close enough to walk i am sometimes skeptical about walking with my laptop phone etc so the option to drive and park for free keeps me coming back it feels like a neighborhood coffee shop even though it s a chain store the baristas are always super friendly and a few of them have made an effort to remember my name my favorite is the berry hibiscus refresher unlike anything at any other coffee shop love it and will be back,positive,positive
extremely slow service staff lacks product knowledge they were also put off several products and claimed that they could not brew a blonde roast coffee due to the time of day,negative,negative
they need to hire more than three people to work i should not have to wait minutes to have my order taken only go to starbucks because someone gave me a gift card over priced slow service,negative,negative
i come here a lot a lot usually multiple time per week i have amassed a collection of personal cups and counting and have earned more stars than i really need which means i spend quite a bit of money here i also work across the street and have for over five years which means i have been coming here for five years i also live the area so i frequently choose this location to do personal work as well honestly it s a today s incident aside you may or may not get friendly service there is one guy who will hardly acknowledge my existence however the lady at the register knows me and my order very well as do a couple others and always greet me warmly some of the baristas make my order correctly every time some do not one girl in particular who usually works drive through can n e v e r get it correct if she is at the helm my friend won t even bother he just gets tea i will absolutely sing the praises of some of the staff communication isn t the best between the employees or with customers at times the seating has been bunk since the remodel gone are the comfy chairs replaced with small tables and a bench obviously for the study crowd plugs are a hit and miss on whether they work and some are protruding from the wall or sitting on the floor wi fi works well the ladies bathroom is a frequent mess with tp on the floor and almost always dangerously low there is a bit of a stuffy i m always being used for a odor and no paper towels to dry hands just blowers seriously look up the health info of hand dryers the air they are blowing onto your hands is the very particle laden odoriferous air you are breathing and flushing into if you like it cold this is the place to be i frequently find my hands and feet going numb winter or summer and have even resorted to purchasing a heated mouse to try and stave off the cold of my mousing hand great investment btw i also frequently wear warm hats sweaters hoodies etc to keep my body temperature up winter or summer all the time tl dr long time customer big spender overall experience is a resounding meh,negative,positive
i ve read other reviews of this starbucks and most are complaining of the lines its important that you remember that this particular location is in a very densely populated section of tampa you have all of westshore parts of south tampa and the business district coming to this one location i ve also thought the lines were very long too but just last week i was about th in line and people piled in behind me and i was at the register is less than minutes i had my very custom drinks in less than another minutes and i was on my way very surprised obviously its not the fastest location out there but its super convenient and in the middle of everything have you gone to a starbucks in manhattan or boston this location would feel like a breeze i guess its all relative,positive,positive
what a great location i recently started working in the area and have been through here every day for a week and am never disappointed my coffee is always perfect and everyone is super friendly oh and if you play pok mon you can battle on the gym located right next to the drive thru while you wait,positive,positive
my first time to do a drive thru for my coffee it was a long wait but worth it just to get my caffeine fix and i got a free car air freshener yay,positive,negative
it s starbucks you all know and love it great seasonal drinks location is friendly and speedy for your average cup of joe this is the place,positive,positive
this place have kicked up there game recently the lines are moving much faster now i m basically in here everyday now the workers are amazing they all finally got my name right yay so many drinks that i love but can t get all the time bc of the crazy calories salted caramel frap mocha delicious i love the salitness and sweetness double chocolate frap with the choc whipped cream yum white choc mocha mmm hahaha i could prob list the whole menu but i won t oh the breakfast sandwiches and pastries are wonderful as well give those a try,positive,positive
i go to this location on a regular basis the staff is consistently friendly and helpful definitely recommend this location,positive,positive
virginia who was working the drive through today is probably the best employee that they could ever ask for on the customer service end unbelievably sweet on top of that she knew the name of the person in front of me and knew what they would be ordering before they ordered it she just had it ready never let go of her,positive,negative
the baristas are very friendly and welcoming every day it can get crowded but the line moves pretty well yes the parking stinks but lucky for me i can walk here from my house this is a go to study spot for a lot of local students including myself get there early if you want a seat to study at for a long period of time,positive,positive
thursday my wife two children and two friends and myself arrived at this location at pm and purchased in lattes taxes and tips there were absolutely zero smiles at any juncture of our experience we tried to be polite and make small talk with the two employees who served us they were not having it after ordering our drinks we were about to sit down and wait for our drinks when we were practically yelled at that they were closing in minutes so we wouldn t mess their tables up besides not being friendly or even cordial in the slightest we were very rudely told to leave at pm because they closed at the manager went to the door told us they were closed and held it open until we left i will not visit this location again,negative,negative
usually this starbucks is very good but my past experience changed my whole mindset i ordered a grande hot chocolate at kids temperature when i got to the window the lady gave me a kids sized hot chocolate i told her i ordered a grande but at kids temperature not the kids size and she was so rude she said she could remake it but i paid for a kids that s not my fault because i know that i asked for a grande she gave me the rudest attitude and remade it she made me feel like i was being so difficult but she is the one who screwed up my order not me,negative,negative
this starbucks is so slow if you want to grab and go this is not the one to go to waiting in line over minutes,negative,negative
omg i love this location friendly staff fast service cleannnnn beautiful drinks are made here time and effort put into each one,positive,positive
i am a starbucks junkie no doubt about it this place is newly remodeled it s the perfect place to stop before you shop in the nearby stores they have a drive thru to get your quick fix,positive,positive
not sure what s wrong with this location maybe they don t have enough people working maybe it s too small for as many customers as they have but the woman and guy who were running the registers were having some sort of a tiff i couldn t tell if the guy was being a jerk or if the woman was being dense or a little bit of both in any case it was really obvious that they were not getting along and it was really awkward also they had a display table of mugs and coffee set up right inside the door and there was another table set so close to it that someone could not sit at the table without customers who were leaving not hitting them or the display table and it just made the whole area by the registers and door really cramped very slow service,negative,negative
the baristas here are super friendly with an asian male being my favorite person i keep forgetting his name the service is prompt and when it isn t prompt i got my coffee for free my current complicated drink is always perfect triple grande salted caramel mocha with soy no whip a couple of weeks ago some nice person paid for my coffee cars ahead of me in some pay it forward movement it s always a nice experience at this place and i just have not one complaint see you guys tomorrow,positive,positive
cute place to grab a drink with a friend but be prepared to wait because i waited min for a passion tea and my buddy waited for a smoothie and this visit was not during peak hours stars because they got my drink right on the first try,negative,negative
i used to work at a starbucks so i know what what a triple espresso looks like the batista gave me a double and tried to pass it off as a triple after i asked her to make it again she refused she had long dirty blonde hair and the man upfront tried to charge me to put milk in my espresso when i wanted to add a little myself at the sugar counter wtf is that it s always been free i felt like they were going go charge me for sugar too i will not be back,negative,negative
quiet little starbucks which is usually not the case in most starbucks the two baristas here are very nice and attentive got my cafe americano and it s pretty good what more can i say good service here,positive,positive
